col,family,n_assets_present,mean_missing_frac,mean_of_means,mean_of_stds,n_constant_assets
etf_btc_etf_total_7d_z,etf,104,0.2936,0.13757292408492708,1.3384535462374911,0
etf_btc_etf_total_usdm,etf,104,0.2866,87.61751993234255,338.2146032847104,0
etf_btc_etf_total_z30,etf,104,0.292,0.07370014311417555,1.1475622442096045,0
etf_eth_etf_inflow_shock,etf,104,0.372,0.044530682223809855,0.1973161495581546,4
etf_eth_etf_outflow_shock,etf,104,0.372,0.01122085679155007,0.10192792800237942,6
etf_eth_etf_total_usdm,etf,104,0.372,21.24867342446394,144.78873301940305,0
etf_eth_etf_total_z30,etf,104,0.3788,0.17366319382901907,1.1755656347051966,0
fund_avg_apr,fund,77,0.0687,NaN,NaN,0
fund_extreme_long_count,fund,77,0.0687,NaN,NaN,19
fund_extreme_short_count,fund,77,0.0687,NaN,NaN,2
fund_n_settlements,fund,77,0.0687,NaN,NaN,17
fund_rate_abs_mean,fund,77,0.0687,NaN,NaN,0
fund_rate_max,fund,77,0.0687,NaN,NaN,0
fund_rate_mean,fund,77,0.0687,NaN,NaN,0
fund_rate_min,fund,77,0.0687,NaN,NaN,0
fund_rate_z30,fund,77,0.0716,NaN,NaN,0
fund_sign_flip,fund,77,0.0687,NaN,NaN,0
hbr_eta_buy,hbr,104,0.2503,NaN,NaN,0
hbr_eta_imbalance,hbr,104,0.2503,NaN,NaN,0
hbr_eta_sell,hbr,104,0.2503,NaN,NaN,0
hbr_eta_total,hbr,104,0.2503,NaN,NaN,0
hbr_n_trades,hbr,104,0.2503,NaN,NaN,0
liq_capitulation,liq,104,0.2976,NaN,NaN,4
liq_delta_usd,liq,104,0.2898,NaN,NaN,0
liq_delta_z30,liq,104,0.2976,NaN,NaN,0
liq_long_spike,liq,104,0.2976,NaN,NaN,4
liq_long_usd,liq,104,0.2898,NaN,NaN,3
liq_long_xsec_z,liq,104,0.2898,NaN,NaN,0
liq_long_z30,liq,104,0.2976,NaN,NaN,3
liq_short_panic,liq,104,0.2976,NaN,NaN,1
liq_short_spike,liq,104,0.2976,NaN,NaN,1
liq_short_usd,liq,104,0.2898,NaN,NaN,1
liq_short_xsec_z,liq,104,0.2898,NaN,NaN,0
liq_short_z30,liq,104,0.2976,NaN,NaN,1
liq_total_usd,liq,104,0.2898,NaN,NaN,0
lob_bgf_count_imb_mean,lob,77,0.9828,0.04329060857331416,0.18214510962188915,0
lob_bgf_kyle_lambda_mean,lob,77,0.9828,-0.03236363331468619,3.467388324538422,0
lob_bgf_l1_imb_mean,lob,77,0.9828,0.08708995031824444,0.2117749435231358,0
lob_bgf_spread_bps_mean,lob,77,0.9828,2.443402213171919,4.107190403414857,0
lob_bgf_top_pressure_mean,lob,77,0.9828,0.14358535389733676,0.6326485128750915,0
lob_count_imb_mean,lob,104,0.8776,NaN,NaN,0
lob_kyle_lambda_abs_max,lob,104,0.8776,NaN,NaN,0
lob_kyle_lambda_mean,lob,104,0.8776,NaN,NaN,0
lob_l1_imb_mean,lob,104,0.8776,NaN,NaN,0
lob_l1_imb_std,lob,104,0.8777,NaN,NaN,0
lob_l5_imb_mean,lob,104,0.8776,NaN,NaN,0
lob_l5_imb_std,lob,104,0.8777,NaN,NaN,0
lob_n_bars,lob,104,0.8776,NaN,NaN,0
lob_run_length_p50,lob,104,0.8776,NaN,NaN,0
lob_spread_bps_mean,lob,104,0.8776,NaN,NaN,0
lob_spread_bps_p90,lob,104,0.8776,NaN,NaN,0
lob_top_pressure_mean,lob,104,0.8776,NaN,NaN,0
mv_days_since_listed_binance,mv,104,0.2872,NaN,NaN,0
mv_days_since_listed_bybit,mv,104,0.5706,NaN,NaN,0
mv_days_since_listed_okx,mv,104,0.4309,NaN,NaN,0
mv_is_multi_venue,mv,104,0.2476,NaN,NaN,80
mv_n_venues_listed,mv,104,0.2476,NaN,NaN,68
norm_bar_duration,norm,104,0.0,0.4853028197286514,0.7442996042486106,0
norm_cs_spread,norm,104,0.0,0.11972386957750901,0.9603920713746218,0
norm_deviation,norm,104,0.0,0.0022144346750060323,1.0028214132735984,0
norm_efficiency,norm,104,0.0,-0.15218048818492866,0.9377964639558125,0
norm_fd_close,norm,104,0.0,-0.024735365872209272,0.9683344056988227,0
norm_flow_imbalance,norm,104,0.0,0.0038287739329172787,0.8607676077532234,0
norm_flow_persistence,norm,104,0.0,-0.060438922669848294,1.077395317697135,0
norm_funding,norm,104,0.0,0.003657335866684802,0.7197183278471317,4
norm_funding_momentum,norm,104,0.0,-0.00631146820185907,0.4852422814668023,4
norm_hawkes_buy_intensity,norm,104,0.0,-0.17102116650353633,0.6332001414853841,0
norm_hawkes_imbalance,norm,104,0.0,0.004070161011448538,0.6357131206321138,0
norm_hawkes_intensity,norm,104,0.0,-0.203284847178681,0.6299324490337814,0
norm_hawkes_sell_intensity,norm,104,0.0,-0.17397660708596344,0.6289572598239297,0
norm_hl_spread,norm,104,0.0,0.06709347277975221,0.9212746320808545,0
norm_kyle_lambda,norm,104,0.0,-0.00830528343241113,1.1796933391366784,0
norm_log_volume,norm,104,0.0,0.10592980586489563,0.7912320614029833,0
norm_ma_distance,norm,104,0.0,-0.01125789155660877,1.2126816786229278,0
norm_momentum_accel,norm,104,0.0,0.006979872301653898,0.9889232231538134,0
norm_oi_change,norm,104,0.0,0.0006683564490183977,0.7505191582878722,4
norm_oi_price_divergence,norm,104,0.0,0.11319139034556312,0.8530484030093292,4
norm_perm_entropy,norm,104,0.0,-0.06897954730387676,1.2509027094898144,0
norm_return_1,norm,104,0.0,0.009103618237546369,0.9597768784734473,0
norm_return_16,norm,104,0.0,0.007163330358985356,0.9631732646503137,0
norm_return_4,norm,104,0.0,0.012067542828525487,0.9419797051384796,0
norm_return_kurtosis,norm,104,0.0,0.008507726419476972,1.1800097301551238,0
norm_spread_bps,norm,104,0.0,-0.04115914129440724,0.874661892050435,0
norm_tick_count,norm,104,0.0,0.23621990813558336,1.0194659261006573,0
norm_vol_cluster,norm,104,0.0,-0.012673655751427652,1.1203942121039367,0
norm_vol_price_corr,norm,104,0.0,-0.004248827202912316,1.0687741358730878,0
norm_vol_ratio,norm,104,0.0,0.06078090093337196,0.9498785719995977,0
norm_vpin,norm,104,0.0,-0.17562441835698334,0.8681510332967858,0
norm_whale,norm,104,0.0,-0.15763670235462007,0.5936242812313393,0
norm_yz_volatility,norm,104,0.0,0.0049328135963029604,1.0647198492396563,0
bar_id,other,104,0.0,819570.9695221211,375644.2762851183,0
buy_vol,other,104,0.0,43067.16075405777,19648.72319733454,0
close,other,104,0.0,558.0484388861452,325.0421351631202,0
date,other,104,0.0,19954.45355045572,366.4358951547192,0
fp_fund_panel,other,104,0.2338,NaN,NaN,0
high,other,104,0.0,558.3376073976731,325.14383050807953,0
hurst_regime,other,104,0.0,-0.11137334674422338,1.3061112902869438,0
is_u10,other,104,0.0,0.09615384615384616,0.0,104
is_u100,other,104,0.0,0.7403846153846154,0.0,104
is_u50,other,104,0.0,0.46153846153846156,0.0,104
low,other,104,0.0,557.7582122126081,324.94362244919074,0
open,other,104,0.0,558.046832916742,325.04267001032025,0
regime_label,other,104,0.0,0.8981156536077329,0.8368123842887225,0
returns_clean,other,104,0.0,-8.718881582207087e-6,0.0035977249427148355,0
sell_vol,other,104,0.0,44622.65202984489,21075.011311536808,0
tick_count,other,104,0.0,309.7888268396487,201.15436195915066,0
tick_seq,other,104,0.0,0.004277156898787336,0.07197221764801193,2
timestamp,other,104,0.0,1724109292832.957,31659877646.391567,0
volume,other,104,0.0,724008351.8559903,656465000.7127744,0
volume_usd,other,104,0.0,87689.81278390266,14595.949164985437,0
premium_apr,premium,77,0.0853,-3.7227095351382773,72.43329032449641,0
premium_extreme_count30,premium,77,0.09,12.620456856797054,4.697893253915523,0
premium_persistence30,premium,77,0.0912,-0.03418137465834197,0.17340008731811493,0
premium_vol30,premium,77,0.09,0.18017174135368413,0.07949082032796294,0
premium_z90,premium,77,0.0959,-0.00012884524479109643,1.025868213445802,0
rv_bpv_5m,rv,104,0.2503,NaN,NaN,0
rv_jump_count,rv,104,0.2503,NaN,NaN,0
rv_jump_frac,rv,104,0.2503,NaN,NaN,0
rv_jump_signed_var,rv,104,0.2503,NaN,NaN,0
rv_jv_5m,rv,104,0.2503,NaN,NaN,0
rv_rv_5m,rv,104,0.2503,NaN,NaN,0
s3_global_lsr,s3,104,0.4316,NaN,NaN,0
s3_global_lsr_z,s3,104,0.437,NaN,NaN,0
s3_oi_usd,s3,104,0.4292,NaN,NaN,0
s3_smart_bearish,s3,104,0.4292,NaN,NaN,0
s3_smart_bullish,s3,104,0.4292,NaN,NaN,0
s3_smart_extreme_long,s3,104,0.4292,NaN,NaN,8
s3_smart_extreme_short,s3,104,0.4292,NaN,NaN,67
s3_smart_vs_retail,s3,104,0.4694,NaN,NaN,0
s3_smart_vs_retail_z,s3,104,0.4796,NaN,NaN,0
s3_taker_lsr,s3,104,0.4451,NaN,NaN,0
s3_top_acct_lsr,s3,104,0.4694,NaN,NaN,0
s3_top_pos_lsr,s3,104,0.4694,NaN,NaN,0
s3_top_pos_lsr_xsec_z,s3,104,0.4694,NaN,NaN,0
s3_top_pos_lsr_z,s3,104,0.4796,NaN,NaN,0
soc_wiki_views,soc,104,0.9621,NaN,NaN,0
stbl_compound_shock,stbl,104,0.0003,0.01806182626255865,0.13245542609887156,0
stbl_dai_zscore_30d,stbl,104,0.0003,0.013488013053126384,1.7256742755204255,0
stbl_stable_crash,stbl,104,0.0003,0.029282025716606486,0.168010175386496,0
stbl_stable_shock,stbl,104,0.0003,0.03602884722911255,0.18576411532825918,0
stbl_stable_shock_strong,stbl,104,0.0003,0.012403741061751593,0.10685122157594652,6
stbl_total_delta_30d_pct,stbl,104,0.0003,0.03467815703462114,0.050942798060248366,0
stbl_total_delta_7d_pct,stbl,104,0.0003,0.007542153868270778,0.015004009265279748,0
stbl_total_zscore_30d,stbl,104,0.0003,-0.008925445171067057,1.2715053552521098,0
stbl_usdc_zscore_30d,stbl,104,0.0003,-0.0360705424113142,1.2937425122559578,0
stbl_usde_zscore_30d,stbl,104,0.2758,-0.019616691572449305,2.1290073174812987,0
stbl_usdt_delta_7d_pct,stbl,104,0.0003,0.006987058363720907,0.014835333345798483,0
stbl_usdt_shock,stbl,104,0.0003,0.06505307545138438,0.2462743356618347,0
stbl_usdt_zscore_30d,stbl,104,0.0003,-37.0058960127665,1602.1748009006174,0
target_return_1,target,104,0.0,7.572795053180456e-6,0.01095039432652605,0
target_return_16,target,104,0.0006,0.00010918927702043966,0.04247147633335742,0
target_return_16_raw,target,104,0.0008,0.00020820532583677595,0.04370867484696583,0
target_return_1_raw,target,104,0.0001,0.000018152211279790164,0.011240743185941747,0
target_return_4,target,104,0.0002,0.00005296887777930316,0.021765666856614796,0
target_return_4_raw,target,104,0.0003,0.00006113897777018347,0.021933244229261295,0
target_return_50,target,103,0.0,0.0019032241615641046,1.7815187671495853,0
target_return_64,target,104,0.0024,-0.00006113527658089354,0.08165091622251881,0
target_return_64_raw,target,104,0.0031,0.0008535218267258874,0.08891635771923347,0
target_vol_20,target,103,0.0,0.0034400076567346932,0.0019856619888310805,0
target_voladj_1,target,104,0.0,0.005166778424277355,0.7397144973397428,0
target_voladj_16,target,104,0.0,-0.0047574199575027365,1.408739173825772,0
target_voladj_4,target,104,0.0,-0.006238943329172948,1.0784740206759338,0
target_voladj_64,target,104,0.0,0.0011088583300339413,1.8686427313960645,0
te_btc_imb,te,104,0.3359,NaN,NaN,1
te_imb,te,104,0.3359,NaN,NaN,0
te_in,te,104,0.3359,NaN,NaN,0
te_in_btc,te,104,0.3359,NaN,NaN,1
te_out,te,104,0.3359,NaN,NaN,0
te_out_btc,te,104,0.3359,NaN,NaN,1
wh_whale_buy_usd,wh,104,0.2898,NaN,NaN,0
wh_whale_net_usd,wh,104,0.2898,NaN,NaN,0
wh_whale_sell_usd,wh,104,0.2898,NaN,NaN,0
wh_whale_trade_count,wh,104,0.2898,NaN,NaN,0
wh_whale_trade_count_500k,wh,104,0.2898,NaN,NaN,0
xd_btc_return,xd,104,0.0,0.001563699126576732,0.9473320318702165,0
xd_btc_volatility,xd,104,0.0,0.011163257693887475,0.915321161984971,0
xd_cross_return_mean,xd,104,0.0,0.028614198031502672,0.9699386185283205,0
xd_cross_vol_mean,xd,104,0.0,-0.07719669450568656,1.2305607595218508,0
xd_funding_spread,xd,104,0.0,-0.010775992292372909,1.0236281639169853,1
xd_ma_distance,xd,104,0.0,-0.006756489953873516,1.292897892003399,0
xd_momentum_rank,xd,104,0.0,0.005146160704779105,1.0219902528589897,0
xex_by_bn_spread_bps,xex,104,0.9818,NaN,NaN,0
xex_by_bn_spread_bps_right,xex,77,0.9711,NaN,NaN,0
xex_cb_bn_spread_bps,xex,104,0.9818,NaN,NaN,0
xex_cb_bn_spread_bps_right,xex,77,0.9649,NaN,NaN,0
xex_cb_bn_z30,xex,77,0.965,NaN,NaN,0
xex_max_abs_spread,xex,77,0.9638,NaN,NaN,0
xex_n_venues_active,xex,77,0.9632,NaN,NaN,0
xex_ok_bn_spread_bps,xex,104,0.9818,NaN,NaN,0
xex_ok_bn_spread_bps_right,xex,77,0.9638,NaN,NaN,0
xex_spread_dispersion,xex,77,0.9649,NaN,NaN,0
xrel_hbr_eta_total_xpct10,xrel,104,0.2514,NaN,NaN,1
xrel_hbr_eta_total_xrank,xrel,104,0.2514,NaN,NaN,0
xrel_hbr_eta_total_xratio,xrel,104,0.2514,NaN,NaN,0
xrel_hbr_n_trades_xpct10,xrel,104,0.2514,NaN,NaN,2
xrel_hbr_n_trades_xrank,xrel,104,0.2514,NaN,NaN,0
xrel_hbr_n_trades_xratio,xrel,104,0.2514,NaN,NaN,0
xrel_liq_long_usd_xpct10,xrel,104,0.2909,NaN,NaN,51
xrel_liq_long_usd_xrank,xrel,104,0.2909,NaN,NaN,0
xrel_liq_long_usd_xratio,xrel,104,0.2909,NaN,NaN,3
xrel_lob_kyle_lambda_mean_xpct10,xrel,104,0.8804,NaN,NaN,19
xrel_lob_kyle_lambda_mean_xrank,xrel,104,0.8804,NaN,NaN,0
xrel_lob_kyle_lambda_mean_xratio,xrel,104,0.8807,NaN,NaN,0
xrel_rv_bpv_5m_xpct10,xrel,104,0.2514,NaN,NaN,3
xrel_rv_bpv_5m_xrank,xrel,104,0.2514,NaN,NaN,0
xrel_rv_bpv_5m_xratio,xrel,104,0.2514,NaN,NaN,0
xrel_rv_rv_5m_xpct10,xrel,104,0.2514,NaN,NaN,2
xrel_rv_rv_5m_xrank,xrel,104,0.2514,NaN,NaN,0
xrel_rv_rv_5m_xratio,xrel,104,0.2514,NaN,NaN,0
xrel_wh_whale_net_usd_xpct10,xrel,104,0.2909,NaN,NaN,3
xrel_wh_whale_net_usd_xrank,xrel,104,0.2909,NaN,NaN,0
xrel_wh_whale_net_usd_xratio,xrel,104,0.291,NaN,NaN,0
